id,Country Name,1995,2000,2005,2010,2015
CYP,Cyprus,77.2746585365854,77.9716829268293,78.5901219512195,79.3849512195122,80.2910487804878
CZE,Czech Republic,73.0748780487805,74.9682926829268,75.9243902439025,77.4243902439025,79.4731707317073
DEU,Germany,76.4219512195122,77.9268292682927,78.9317073170732,79.9878048780488,81.090243902439
DJI,Djibouti,57.0534146341464,57.0103414634146,57.9842926829268,60.3667317073171,62.2498292682927
DMA,Dominica,,,,,
DNK,Denmark,75.2126829268293,76.5926829268293,77.8439024390244,79.1,81.1
DOM,Dominican Republic,69.720512195122,70.6337317073171,71.7003902439024,72.7448780487805,73.7036829268293
DZA,Algeria,68.0983658536585,70.2856829268293,72.7614146341463,74.6697804878049,75.8552926829268
ECU,Ecuador,71.2268292682927,72.9441707317073,74.1384634146342,75.0333902439024,76.081512195122
EGY,"Egypt, Arab Rep.",66.7606829268293,68.5883170731707,69.4243414634146,70.3414146341464,71.2956585365854
ERI,Eritrea,52.308,55.2650487804878,58.6977804878049,62.1758536585366,64.6243902439025
ESP,Spain,77.9807317073171,78.9658536585366,80.1707317073171,81.6268292682927,83.3804878048781
EST,Estonia,67.5439024390244,70.4170731707317,72.5682926829268,75.4292682926829,77.1317073170732
ETH,Ethiopia,49.304512195122,51.9338292682927,56.2089268292683,61.6018536585366,65.0082926829268
FIN,Finland,76.409512195122,77.4658536585366,78.8170731707317,79.8707317073171,81.3853658536585
FJI,Fiji,66.6389024390244,67.6058536585366,68.4917804878049,69.3908536585366,70.2242682926829
FRA,France,77.7512195121951,79.0560975609756,80.1634146341463,81.6634146341463,82.6707317073171
FRO,Faroe Islands,77.3658536585366,78.4365853658537,79.290243902439,80.6390243902439,81.6341463414634
FSM,"Micronesia, Fed. Sts.",66.759756097561,67.275243902439,67.9346097560976,68.5505609756098,69.0466341463415
GAB,Gabon,60.5578536585366,59.2518048780488,59.8425609756098,62.8565365853659,65.6844146341464
GBR,United Kingdom,76.8365853658537,77.7414634146342,79.0487804878049,80.4024390243902,81.6048780487805
GEO,Georgia,70.235756097561,71.6933902439024,72.5351951219512,72.4980487804878,72.9661219512195
GHA,Ghana,57.5027073170732,56.9850975609756,58.6520243902439,60.8937317073171,62.407243902439
GIB,Gibraltar,,,,,
GIN,Guinea,51.6967073170732,51.1738048780488,53.1569268292683,56.743243902439,59.3989512195122
GMB,"Gambia, The",53.9109512195122,55.9780243902439,57.9565853658537,59.6457317073171,60.9574390243902
GNB,Guinea-Bissau,50.9124878048781,52.2270487804878,53.3219024390244,55.0005365853659,56.9503902439024
GNQ,Equatorial Guinea,50.5808536585366,52.7641463414634,54.2795609756098,55.9589512195122,57.5083902439024
GRC,Greece,77.5853658536585,77.8878048780488,79.2390243902439,80.3878048780488,81.5878048780488
GRD,Grenada,69.317512195122,70.2516097560976,71.3725853658537,72.572,73.4995365853659
GRL,Greenland,65.6441463414634,66.9634146341463,69.2207317073171,70.8570731707317,
GTM,Guatemala,65.066512195122,67.7710243902439,69.6543414634146,71.3862195121951,73.0429756097561
GUM,Guam,73.3813170731707,75.097512195122,76.7403414634146,78.1828536585366,79.3776341463415
GUY,Guyana,64.1334634146342,64.9311951219512,65.553243902439,66.0264146341463,66.5393658536586
HKG,"Hong Kong SAR, China",78.6829268292683,80.8780487804878,81.5804878048781,82.9780487804878,84.2780487804878
HND,Honduras,68.8583902439024,70.4941951219512,71.4821707317073,72.3950487804878,73.3246097560976
HRV,Croatia,72.0843902439024,72.8078048780488,75.2446341463415,76.4756097560976,77.2756097560976
HTI,Haiti,56.2756585365854,57.6760487804878,59.1794634146342,61.2531951219512,63.0107804878049
HUN,Hungary,69.7917073170732,71.2463414634146,72.6487804878049,74.2073170731707,75.9609756097561
IDN,Indonesia,65.0018780487805,66.2468780487805,67.1685609756098,68.1527317073171,69.0386341463415
IMN,Isle of Man,,,,,
IND,India,60.424756097561,62.5933902439024,64.5600975609756,66.6399268292683,68.3326097560976
IRL,Ireland,75.6175609756098,76.5365853658537,78.9439024390244,80.7439024390244,81.5024390243902
IRN,"Iran, Islamic Rep.",68.3059268292683,70.1371951219512,71.9307073170732,73.9561951219512,75.7426341463415
IRQ,Iraq,68.5102682926829,69.1793170731707,68.3816829268293,68.4821707317073,69.6346097560976
ISL,Iceland,77.9843902439024,79.6536585365854,81.5024390243902,81.8975609756098,82.8609756097561
ISR,Israel,77.4512195121951,78.9536585365854,80.1512195121951,81.6024390243903,82.0512195121951
ITA,Italy,78.1707317073171,79.7780487804878,80.7829268292683,82.0365853658537,83.490243902439
JAM,Jamaica,71.9423902439024,72.3131707317073,73.4280243902439,74.8464878048781,75.8066829268293
JOR,Jordan,70.9257317073171,71.779756097561,72.6389024390244,73.4383902439024,74.1910243902439
JPN,Japan,79.5363414634147,81.0760975609756,81.9251219512195,82.8426829268293,83.8436585365854
KAZ,Kazakhstan,64.919512195122,65.5170731707317,65.909756097561,68.2953658536585,72.0
KEN,Kenya,53.9235609756098,51.7409268292683,55.7802195121951,62.8881463414634,66.6456585365854
KGZ,Kyrgyz Republic,65.790243902439,68.5585365853659,67.9560975609756,69.3,70.6512195121951
KHM,Cambodia,55.1216585365854,58.3508780487805,62.9692195121951,66.4196829268293,68.4720487804878
KIR,Kiribati,62.5056585365854,63.9506829268293,64.7869756097561,65.2775609756098,66.0521951219512
KNA,St. Kitts and Nevis,,,,,
KOR,"Korea, Rep.",73.3943902439024,75.8353658536585,78.4326829268293,80.5512195121951,82.1558536585366
KWT,Kuwait,72.9025853658537,73.3237073170732,73.6651463414634,74.1328536585366,74.7468292682927
LAO,Lao PDR,56.1172926829268,58.879756097561,61.7442195121951,64.3032926829268,66.2840487804878
LBN,Lebanon,72.0681951219512,74.4317073170732,76.8289756097561,78.5382682926829,79.498243902439
LBR,Liberia,50.1628292682927,52.4076097560976,55.0310731707317,59.605512195122,61.9802195121951
LBY,Libya,69.9509024390244,70.5725365853659,71.471,71.7369756097561,71.8303902439024
LCA,St. Lucia,71.1809512195122,71.4235365853659,72.9956341463415,74.4506585365854,75.283512195122
LIE,Liechtenstein,77.390243902439,76.8268292682927,80.6682926829268,81.8414634146342,82.0731707317073
LKA,Sri Lanka,69.3972682926829,71.0796829268293,73.9356097560976,74.3130243902439,74.9889512195122
LSO,Lesotho,56.7596829268293,48.278512195122,46.3870243902439,50.6612195121951,53.5700975609756
LTU,Lithuania,69.0063414634147,72.0195121951219,71.2536585365854,73.2682926829268,75.119512195122
LUX,Luxembourg,76.5121951219512,77.8731707317073,79.4317073170732,80.6317073170732,82.2292682926829
LVA,Latvia,66.3912195121951,70.3146341463415,71.3560975609756,73.4829268292683,74.1243902439024
MAC,"Macao SAR, China",78.7870975609756,80.2763414634147,81.3826585365854,82.5735609756098,83.5949024390244
MAR,Morocco,66.7847073170732,68.6521463414634,71.3928536585366,73.9410731707317,75.5201463414634
MCO,Monaco,,,,,
MDA,Moldova,66.7278292682927,66.8910243902439,67.7038048780488,69.5106585365854,71.3712195121951
MDG,Madagascar,54.6140487804878,58.4728048780488,61.1872926829268,63.3578048780488,65.5078292682927
MDV,Maldives,65.5324634146342,70.1194634146342,74.378756097561,76.1569024390244,77.1202682926829
MEX,Mexico,72.7397804878049,74.2997317073171,75.2820975609756,76.0338536585366,76.8813658536586
MHL,Marshall Islands,,65.2390243902439,,,
MKD,"Macedonia, FYR",72.0672926829268,73.2563170731707,73.9711707317073,74.6040975609756,75.5243170731707
MLI,Mali,46.5563414634146,48.0523414634146,52.0407073170732,55.229756097561,57.4577073170732
MLT,Malta,77.1414634146341,78.2,79.3,81.3975609756098,81.9463414634146
MMR,Myanmar,60.4114390243902,62.0770243902439,63.5291951219512,65.1041707317073,66.3856341463415
MNE,Montenegro,74.0222195121951,73.1810731707317,73.5561951219512,75.2035365853659,76.8643170731707
MNG,Mongolia,61.2105853658537,62.9153658536586,65.1991219512195,67.4455609756098,69.1158780487805
MNP,Northern Mariana Islands,,,,,
MOZ,Mozambique,45.3992682926829,48.2700731707317,51.279,54.601756097561,57.6092682926829
MRT,Mauritania,59.3574878048781,59.9849268292683,60.6735853658537,61.9513658536585,63.0463658536585
MUS,Mauritius,70.3258536585366,71.6634146341463,72.4321951219512,72.9673170731707,74.3531707317073
MWI,Malawi,46.5748536585366,46.4363414634146,49.7715609756098,57.156243902439,62.5433658536585
MYS,Malaysia,71.8431463414634,72.8396341463415,73.5226829268293,74.2868536585366,75.2201951219512
NAM,Namibia,60.1219268292683,55.5420975609756,53.4888048780488,58.0746097560976,63.6364390243902
NCL,New Caledonia,72.009756097561,75.1634146341463,75.1682926829268,77.4731707317073,77.7731707317073
NER,Niger,46.629512195122,49.8558048780488,53.1224146341463,56.8454146341463,59.6818780487805
NGA,Nigeria,45.8513170731707,46.2644390243902,48.2383658536586,50.8372682926829,52.9779268292683
NIC,Nicaragua,67.342756097561,69.6580731707317,71.8385853658537,73.5923414634146,75.038
NLD,Netherlands,77.4046341463415,77.9878048780488,79.3463414634146,80.7024390243902,81.7073170731707
NOR,Norway,77.7365853658537,78.6341463414634,80.0414634146342,80.9975609756098,82.1
NPL,Nepal,58.4644146341464,62.3266341463415,65.502512195122,67.9101707317073,69.8698536585366
NRU,Nauru,,,,,
NZL,New Zealand,76.7341463414634,78.6365853658537,79.8512195121951,80.7024390243902,81.4568292682927
OMN,Oman,69.9884146341463,72.3593658536585,74.4265365853659,75.9700731707317,77.1218292682927
PAK,Pakistan,61.4704390243902,62.7581707317073,63.863487804878,65.1500487804878,66.3321707317073
PAN,Panama,74.121512195122,75.1019756097561,75.9716341463415,76.8551951219512,77.8174390243903
PER,Peru,68.0154390243902,70.5074390243903,72.4590243902439,73.6513658536585,74.7134146341463
PHL,Philippines,66.2724878048781,67.1865121951219,67.802243902439,68.3582682926829,69.0098536585366
PLW,Palau,71.8446341463415,70.4936585365854,69.1292682926829,,
PNG,Papua New Guinea,60.482756097561,61.8568292682927,63.4450731707317,64.640243902439,65.3877073170732
POL,Poland,71.8926829268293,73.7487804878049,74.9951219512195,76.2463414634146,78.2048780487805
PRI,Puerto Rico,74.1250731707317,76.6892682926829,78.2960975609756,78.4081707317073,79.5961219512195
PRK,"Korea, Dem. People’s Rep.",66.1172926829268,64.9795609756098,68.0944634146342,69.3273170731707,71.238756097561
PRT,Portugal,75.3121951219512,76.3146341463415,78.0707317073171,79.0268292682927,81.5219512195122
PRY,Paraguay,68.9152195121951,70.0746829268293,71.2858048780488,72.298243902439,73.0429756097561
PSE,West Bank and Gaza,69.611756097561,70.7600975609756,71.6038536585366,72.447,73.3016829268293
PYF,French Polynesia,70.5442195121951,72.45,74.2271951219512,75.7074634146342,76.691512195122
QAT,Qatar,75.8658292682927,76.5215853658537,77.0245365853659,77.6404878048781,78.4627073170732
ROU,Romania,69.4560975609756,71.1634146341463,71.8788951219512,73.4585365853659,74.9609756097561
RUS,Russian Federation,64.6907317073171,65.4836585365854,65.529756097561,68.8412195121951,70.9085365853659
RWA,Rwanda,31.9643902439025,48.3606097560976,55.3665853658537,63.0655609756098,66.6208780487805
SAU,Saudi Arabia,71.1050243902439,72.5616585365854,73.204756097561,73.7001463414634,74.5744878048781
SDN,Sudan,56.7056097560976,58.424243902439,60.4067317073171,62.600756097561,64.2294146341464
SEN,Senegal,57.3786097560976,57.752756097561,60.4753170731707,64.0836341463415,66.6614390243903
SGP,Singapore,76.2951219512195,77.9512195121951,79.990243902439,81.5414634146342,82.5951219512195
SLB,Solomon Islands,59.8456097560976,63.1213658536585,66.1366097560976,68.6228292682927,70.4766829268293
SLE,Sierra Leone,35.7247804878049,38.6901463414634,43.6030731707317,48.212,51.4128536585366
SLV,El Salvador,67.2051951219512,68.7170487804878,70.1789268292683,71.6701951219512,73.0030975609756
SMR,San Marino,,80.619512195122,81.9756097560976,83.1593791574279,
SOM,Somalia,47.1618292682927,50.8782682926829,52.3548536585366,53.9911951219512,55.8728536585366
SRB,Serbia,,71.5829268292683,72.8341463414634,74.3365853658537,75.4878048780488
STP,Sao Tome and Principe,62.5702682926829,63.2925365853659,64.5835609756098,65.8086097560976,66.4166585365854
SUR,Suriname,67.8057317073171,67.9291707317073,68.846,70.364243902439,71.2861951219512
SVK,Slovak Republic,72.2536585365854,73.0512195121951,73.9048780487805,75.1121951219512,77.2121951219512
SVN,Slovenia,73.9585365853659,75.4121951219512,77.6121951219512,79.4219512195122,81.0780487804878
SWE,Sweden,78.7404878048781,79.6439024390244,80.5463414634146,81.4512195121951,82.5512195121951
SWZ,Swaziland,56.345243902439,48.4421707317073,46.0748292682927,51.4481951219512,56.9123658536585
SYC,Seychelles,,,72.1317073170732,73.1975609756098,73.2292682926829
SYR,Syrian Arab Republic,71.956756097561,73.1022926829268,74.4819268292683,72.3398292682927,70.2526585365854
TCA,Turks and Caicos Islands,,,,,
TCD,Chad,47.4065121951219,47.5705853658537,48.027512195122,50.2063414634146,52.5539512195122
TGO,Togo,54.7248780487805,53.4597073170732,54.5729024390244,57.442512195122,59.9237073170732
THA,Thailand,70.2006097560976,70.6326097560976,72.126512195122,73.8941951219512,75.068
TJK,Tajikistan,63.2245609756098,65.5436097560976,67.7383902439024,69.8023658536585,71.0071219512195
TKM,Turkmenistan,62.8017073170732,63.5771707317073,64.9764634146342,66.6053902439024,67.6410487804878
TLS,Timor-Leste,53.6883170731707,59.3469756097561,64.1556097560976,67.3004634146342,68.5800243902439
TON,Tonga,70.1192682926829,70.7609512195122,71.4589756097561,72.1481951219512,72.8401707317073
TTO,Trinidad and Tobago,68.383756097561,68.5964390243903,68.9785365853659,69.7925365853659,70.5888536585366
TUN,Tunisia,71.5753414634146,73.2538292682927,74.2721707317073,74.8112682926829,75.4970487804878
TUR,Turkey,66.9819268292683,69.9993414634146,72.4481219512195,74.0940487804878,75.4070975609756
TUV,Tuvalu,,,,,
TZA,Tanzania,49.4401707317073,51.4558536585366,56.1539024390244,60.8556829268293,64.9033170731707
UGA,Uganda,44.272243902439,47.0511707317073,52.5668048780488,57.0776341463415,59.508756097561
UKR,Ukraine,67.1370731707317,67.859512195122,67.9568292682927,70.2653658536586,71.189512195122
URY,Uruguay,73.5384390243903,74.6859756097561,75.6347073170732,76.3961219512195,77.1316341463415
USA,United States,75.6219512195122,76.6365853658537,77.4878048780488,78.5414634146342,78.7414634146342
UZB,Uzbekistan,66.3168780487805,67.1023170731707,68.3354634146341,69.9684390243902,71.1456829268293
VCT,St. Vincent and the Grenadines,70.5718780487805,70.577,71.2242926829268,72.334243902439,73.0649512195122
VEN,"Venezuela, RB",70.9269268292683,72.3461219512195,73.2038292682927,73.6751463414634,74.391512195122
VGB,British Virgin Islands,,,,,
VIR,Virgin Islands (U.S.),75.5099268292683,76.619512195122,78.5243902439025,79.1731707317073,79.8731707317073
VNM,Vietnam,71.8522195121951,73.1485853658537,74.1371219512195,74.9704390243903,75.8911951219512
VUT,Vanuatu,65.4593414634146,67.555,69.3260487804878,70.8031219512195,71.9849024390244
WSM,Samoa,67.5130243902439,69.4483170731707,71.2073414634147,73.2300243902439,74.8387073170732
YEM,"Yemen, Rep.",59.2344146341464,60.4044390243903,61.8552926829268,63.498243902439,64.7256829268293
ZAF,South Africa,61.2738536585366,56.3683170731707,52.5631707317073,55.8696097560976,61.9340975609756
ZMB,Zambia,43.1721463414634,44.6703170731707,49.5749268292683,56.5244878048781,61.3395853658537
ZWE,Zimbabwe,50.8417804878049,44.8135609756098,45.2109512195122,52.8778048780488,60.2793414634146
